name,latitude,longitude,category,destination,description,products,priceFromVnd,available,starRating,url,imageUrl,locationSource,locationPrecision,warning,googleMapsUrl,placeKey
Hoàng Thành Huế,16.469527,107.577432,Vui chơi,Huế,"mở cửa 07:00–17:30 · Hoàng Thành Huế. Loại hình: Thắng cảnh lịch sử. Địa chỉ: Huế, Việt Nam. Giờ mở cửa: 07:00–17:30. Thời gian tham quan đề xuất: 3–5 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/hue/hue-imperial-city-136817447/,https://ak-d.tripcdn.com/images/1me17224x8yvjbxvh7034.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=16.469527%2C107.577432,product:92bb090d-75e3-5e8e-850e-7303e4714efc
Kinh thành Huế,16.47694,107.573959,Vui chơi,Huế,"từ 218.000₫ · mở cửa 06:30–18:00 · Kinh thành Huế có hình vuông, mỗi cạnh dài khoảng 2,5 km, được bao quanh bởi hào nước. Tường thành cao 8 mét và dày 20 mét, tất cả đều được xây bằng gạch. Có tổng cộng 10 cổng thành, mỗi cổng cao khoả",1,218000,true,,https://vn.trip.com/travel-guide/attraction/hue/hue-imperial-city-81459/,https://ak-d.tripcdn.com/images/100b0z000000nqpzlEC32.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=16.476940%2C107.573959,product:46455cbc-d565-5de0-8e11-e4ca49681a75
Lăng Dục Ðức,16.452403,107.592814,Vui chơi,Huế,"từ 165.000₫ · mở cửa 07:30–17:00 · Lăng tẩm hoàng gia triều Nguyễn nằm ở phía nam thành Huế, bao gồm Gia Long Lăng, Minh Mạng Lăng, Thiệu Trị Lăng, Tự Đức Lăng, Kiến Phúc Lăng, Đồng Khánh Lăng và Khải Định Lăng... Hầu hết các hoàng lăn",1,165000,true,,https://vn.trip.com/travel-guide/attraction/hue/tomb-of-dc-c-20905678/,https://ak-d.tripcdn.com/images/0104e12000f6rfd5oB090.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=16.452403%2C107.592814,product:017fcc50-65ec-5b70-bd41-b1ddd50ae751
Lăng Khải Định,16.398954,107.590296,Vui chơi,Huế,"từ 165.000₫ · mở cửa 07:00–17:30 · Công trình này có ngoại thất lộng lẫy và tráng lệ, được xây dựng từ những khối đá lớn và gạch kính màu sẫm. Nội thất được trang trí tinh xảo với nhiều vật liệu quý giá như gạch men, kính màu, vỏ sò và",1,165000,true,,https://vn.trip.com/travel-guide/attraction/hue/mausoleum-of-emperor-khai-dinh-136679423/,https://ak-d.tripcdn.com/images/0ww2m12000qszampf0900.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=16.398954%2C107.590296,product:6d0d352c-5b1f-594d-a502-ce7e9e741a98
Lăng Tự Đức,16.433005,107.566432,Vui chơi,Huế,"từ 165.000₫ · mở cửa 07:00–17:30 · Vua Tự Đức, người giỏi thơ phú, đã chọn một nơi xứng đáng với mình, thể hiện ý nguyện cá nhân uyên bác và lãng mạn trong số các vị vua triều Nguyễn. Khi đó, để tránh nội loạn ngoại xâm, vua Tự Đức đã ",1,165000,true,,https://vn.trip.com/travel-guide/attraction/hue/mausoleum-of-emperor-tu-duc-84578/,https://ak-d.tripcdn.com/images/0100o12000f6t3lq7FFDE.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=16.433005%2C107.566432,product:843749a7-f0bd-5e70-a865-2f34bbbb9160
Ngọ Môn,16.467693,107.579174,Vui chơi,Huế,"mở cửa 07:00–17:00 · Ngọ Môn. Loại hình: Thắng cảnh lịch sử. Địa chỉ: FH9H+3MF, Phú Xuân, Huế, Việt Nam. Giờ mở cửa: 07:00–17:00. Thời gian tham quan đề xuất: 15–20 phút",1,,false,,https://vn.trip.com/travel-guide/attraction/hue/meridian-gate-142915263/,https://ak-d.tripcdn.com/images/1007060000001qpnl8C81.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=16.467693%2C107.579174,product:616cf4b7-9539-5798-9c74-99469d77adb4
Nhà Thờ Chính Tòa Phủ Cam,16.452563,107.587815,Vui chơi,Huế,"mở cửa Vui lòng liên hệ với điểm tham quan để xác nhận giờ mở cửa cụ thể · Nhà Thờ Chính Tòa Phủ Cam. Loại hình: Thắng cảnh lịch sử. Địa chỉ: 1 Đoàn Hữu Trưng, Thuận Hóa, Huế, Việt Nam. Giờ mở cửa: Vui lòng liên hệ với điểm tham quan để xác nhận giờ mở cửa cụ thể. Thời gian ",1,,false,,https://vn.trip.com/travel-guide/attraction/hue/phu-cam-cathedral-38738026/,https://ak-d.tripcdn.com/images/0HJ3612000h031uer82EF.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=16.452563%2C107.587815,product:ac48b67f-6803-5771-9a8c-119c4a7da463
36 Phố Phường Hà Nội,21.034059,105.85015,Vui chơi,Hà Nội,"mở cửa 07:00–21:00 · 36 Phố Phường Hà Nội. Loại hình: Cảnh đêm. Địa chỉ: 2A P. Hàng Bồ, Phố cổ Hà Nội, Hoàn Kiếm, Hà Nội, Việt Nam. Giờ mở cửa: 07:00–21:00. Thời gian tham quan đề xuất: 3–5 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/36-pho-phuong-23895665/,https://ak-d.tripcdn.com/images/0100312000g25wgeo268A.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.034059%2C105.850150,product:0b5a7308-6f3a-5d48-8492-20684978f2d4
Aquafield Ocean City,20.951601,105.975044,"Vui chơi, Combo",Hà Nội,11 vé/combo · từ 420.000₫ · vd. [FLASH SALE -30%] - Vé xông hơi Jjimjilbang tiêu chuẩn; [Combo Tâm tĩnh An nhiên] - Xông hơi Jjimjilbang chuẩn Hàn & Trị liệu Thiền chuông; [Combo Thư giãn sâu] - Xông hơi Jjimjilbang & Tẩy tế bào chết Sesin chuẩn Hàn,11,420000,true,,https://booking.vinpearl.com/vi-VND/tour/copy-aquafield-ocean-city-nu-ve-xong-hoi-jjimjilbang-tieu-chuan-vw02450,https://booking-static.vinpearl.com/tours/40fc72547fe242f8b6bbbbc428885848_065A8735_aquafield-nha-trang.jpg,osm,venue,,https://www.google.com/maps/search/?api=1&query=20.951601%2C105.975044,"venue:aquafield ocean city@20.95160,105.97504"
Đài Quan Sát LOTTE Hanoi Sky,21.032102,105.812671,Vui chơi,Hà Nội,"từ 210.000₫ · mở cửa 09:30–22:30 (Thời gian nhận khách kết thúc vào 22:00) · Khám phá Hà Nội sẽ không trọn vẹn nếu bỏ qua chuyến thăm LOTTE Hanoi Sky - đài quan sát LOTTE, nằm trên tầng 65 của tòa nhà LOTTE Center, một trong những tòa nhà cao nhất khu vực với tầm nhìn tuyệt vờ",1,210000,true,,https://vn.trip.com/travel-guide/attraction/hanoi/hanoi-sky-lotte-observation-deck-129757553/,https://ak-d.tripcdn.com/images/1lo3y12000dbenmfiB3BA.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.032102%2C105.812671,product:68652f45-058a-5633-908e-4d84bcf3abe2
Hanoi Sightseeing Bus,21.032085,105.851915,Vui chơi,Hà Nội,"từ 150.000₫ · mở cửa 09:15–20:15 · Hà Nội là điểm đến của những danh lam thắng cảnh nổi tiếng Việt Nam và là trung tâm văn hóa, kinh tế, giáo dục và chính trị của Việt Nam; du lịch tại thành phố Hà Nội này sẽ mang đến cho bạn một bữa t",1,150000,true,,https://vn.trip.com/travel-guide/attraction/hanoi/hanoi-sightseeing-bus-97676475/,https://ak-d.tripcdn.com/images/1lo4212000rmqtv1dC186.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.032085%2C105.851915,product:b8bc7bb1-1a3b-5bbe-a4d9-cfba48511230
Hồ Hoàn Kiếm,21.028667,105.852148,Vui chơi,Hà Nội,"mở cửa Mở cửa cả ngày · Hồ Hoàn Kiếm. Loại hình: Phong cảnh thiên nhiên, Cảnh đêm. Địa chỉ: Hoàn Kiếm, Hà Nội, Việt Nam. Giờ mở cửa: Mở cửa cả ngày. Thời gian tham quan đề xuất: 1–2 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/hoan-kiem-lake-78921/,https://ak-d.tripcdn.com/images/0105q12000etgnixc91A8.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.028667%2C105.852148,product:e3cdb42b-a97c-500c-9d0a-ea3564b70e1d
Hồ Tây,21.053238,105.826094,Vui chơi,Hà Nội,"mở cửa Mở cửa cả ngày · Hồ Tây. Loại hình: Phong cảnh thiên nhiên, Tour đi thuyền, Cảnh đêm. Địa chỉ: Tây Hồ, Hà Nội, Việt Nam. Giờ mở cửa: Mở cửa cả ngày. Thời gian tham quan đề xuất: 1–3 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/west-lake-78974/,https://ak-d.tripcdn.com/images/0103y12000o2dhg3hE5EE.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.053238%2C105.826094,product:dc72bc29-67ea-5e36-a1bc-2bff368468ea
Hoàng Thành Thăng Long,21.035223,105.840259,Vui chơi,Hà Nội,"mở cửa 08:00–17:00 · Tọa lạc tại Hà Nội, thủ đô của Việt Nam, trong 1.000 năm qua, nơi đây đã là một địa điểm vô cùng độc đáo nơi hội tụ các giá trị văn hóa nhân văn, nghệ thuật điêu khắc, nghệ thuật kiến trúc, công nghệ ",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/imperial-citadel-of-thang-long-94155/,https://ak-d.tripcdn.com/images/0100412000lb0mcrw011A.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.035223%2C105.840259,product:7b80f570-d640-590c-b8a7-ef397c2d8d89
Khu Phố Cổ Hà Nội,21.034059,105.850637,Vui chơi,Hà Nội,"mở cửa Mở cửa cả ngày · Khu Phố Cổ Hà Nội. Loại hình: Cảnh đêm. Địa chỉ: P. Hàng Ngang, Hàng Đào, Hoàn Kiếm, Hà Nội 100000, Việt Nam. Giờ mở cửa: Mở cửa cả ngày. Thời gian tham quan đề xuất: 3–5 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/hanoi-old-quarter-10521705/,https://ak-d.tripcdn.com/images/0101812000f0rhedv1C7B.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.034059%2C105.850637,product:7861a267-5fc8-5ddc-9f47-592de0d7d49e
Lăng Chủ tịch Hồ Chí Minh,21.036897,105.834667,Vui chơi,Hà Nội,"mở cửa 08:00–11:00 (Thời gian nhận khách kết thúc vào 10:15) · Lăng Chủ tịch Hồ Chí Minh. Loại hình: Thắng cảnh lịch sử. Địa chỉ: 1 Hùng Vương, Điện Biên, Ba Đình, Hà Nội, Việt Nam. Giờ mở cửa: 08:00–11:00 (Thời gian nhận khách kết thúc vào 10:15). Thời gian tham",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/ho-chi-minh-s-mausoleum-78968/,https://ak-d.tripcdn.com/images/100q0700000028ixuBCED.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.036897%2C105.834667,product:a75c1f08-246c-5681-8ad7-991780fb5473
Lotte World Aquarium Hà Nội,21.075978,105.812913,Vui chơi,Hà Nội,"từ 252.000₫ · mở cửa 09:30–22:00 (Thời gian nhận khách kết thúc vào 21:00) · - Lấy cảm hứng vô tận từ sự diệu kỳ của đại dương xanh thẳm cùng những nét văn hóa đặc trưng của mảnh đất hình chữ S, Thủy cung được thiết kế mang đậm dấu ấn văn hóa dân gian Việt Nam, dựa theo những ",1,252000,true,,https://vn.trip.com/travel-guide/attraction/hanoi/lotte-world-aquarium-hanoi-140982850/,https://ak-d.tripcdn.com/images/1lo4r12000sx7pyq9132B.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.075978%2C105.812913,product:a01082a3-5e3c-5249-a115-a8826c8f3c0a
Mega Grand World Hà Nội,20.955442,105.979967,"Vui chơi, Combo",Hà Nội,6 vé/combo · từ 50.000₫ · vd. Vé Thuyền Gondola | 2 chiều (Kèm Chụp Ảnh); Vé Thuyền Gondola | 1 chiều (Kèm Chụp Ảnh); Combo chèo thuyền Gondola (2 chiều) & Xông hơi Jjimjilbang tiêu chuẩn tại Aquafield Ocean City,6,50000,true,,https://booking.vinpearl.com/vi-VND/tour/copy-ve-thuyen-gondola-2-chieu-vw02706,https://booking-static.vinpearl.com/tours/929af91ba0db40429246beac2e9d7751_A2-4-jpeg-2640-1687438608_grandworld.jpg,osm,venue,,https://www.google.com/maps/search/?api=1&query=20.955442%2C105.979967,"venue:mega grand world ha noi@20.95544,105.97997"
Nhà Hát Múa Rối Thăng Long,21.031683,105.853347,Vui chơi,Hà Nội,"từ 122.341₫ · mở cửa 09:00–22:00 · Nhà hát Múa rối nước Thăng Long là một đoàn múa rối nổi tiếng tại Việt Nam. Đây là một loại hình biểu diễn văn học truyền thống của Việt Nam. Cách biểu diễn là dựng sân khấu trên mặt nước, các nghệ sĩ",1,122341,true,,https://vn.trip.com/travel-guide/attraction/hanoi/thang-long-water-puppet-theatre-98738/,https://ak-d.tripcdn.com/images/0104012000f6t4wpqD291.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.031683%2C105.853347,product:af2403d3-9059-54c6-84d6-ebcc77a0de43
Nhà Thờ Lớn Hà Nội,21.028596,105.848861,Vui chơi,Hà Nội,"mở cửa 08:00–11:00, 14:00–17:00 · Nhà Thờ Lớn Hà Nội. Loại hình: Thắng cảnh lịch sử, Cảnh đêm. Địa chỉ: 1 P. Nhà Thờ, Phường, Hoàn Kiếm, Hà Nội 100000, Việt Nam. Giờ mở cửa: 08:00–11:00, 14:00–17:00. Thời gian tham quan đề xuất: 1–2 t",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/st-joseph-cathedral-90605/,https://ak-d.tripcdn.com/images/1A0u1b000001a1jcg96FA.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.028596%2C105.848861,product:52b74dc8-4ae0-56ea-92d1-8f646ed2a032
Phố Đường Tàu Hà Nội,21.030066,105.844128,Vui chơi,Hà Nội,"mở cửa Mở cửa cả ngày · Phố Đường Tàu Hà Nội. Loại hình: Cảnh đêm. Địa chỉ: 3 Trần Phú, Hoàn Kiếm, Hà Nội 100000, Việt Nam. Giờ mở cửa: Mở cửa cả ngày. Thời gian tham quan đề xuất: 1–2 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/hanoi-train-street-136209687/,https://ak-d.tripcdn.com/images/0104412000ma9wnh3CBB6.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.030066%2C105.844128,product:ec7c2f6d-0a10-5d21-95b3-e9b7a42eccf4
Quảng trường Ba Đình,21.036897,105.834667,Vui chơi,Hà Nội,"mở cửa Mở cửa cả ngày · Quảng trường Ba Đình. Loại hình: Thắng cảnh lịch sử, Cảnh đêm. Địa chỉ: Hùng Vương, Ba Đình, Hà Nội 10020, Việt Nam. Giờ mở cửa: Mở cửa cả ngày. Thời gian tham quan đề xuất: 1–3 tiếng đồng hồ",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/ba-dinh-square-78920/,https://ak-d.tripcdn.com/images/10011f000001h395wFCBC.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.036897%2C105.834667,product:fbb5cdde-2e3e-57ba-a433-7ca13a5bc5ef
"Show ""Đất nước thiên hùng ca""",20.951816,105.974535,"Vui chơi, Combo",Hà Nội,28 vé/combo · từ 400.000₫ · vd. Vé Hạng Văn Lang & 01 Hộp Bánh Trung thu Vinpearl cao cấp; Vé Hạng Lạc Hồng & 01 Hộp Bánh Trung thu Vinpearl cao cấp; [COMBO ĐI 4 TẶNG 1] Vé Hạng Cổ Loa,28,400000,true,,https://booking.vinpearl.com/vi-VND/tour/copy-ve-hang-lac-hong-01-hop-banh-trung-thu-vinpearl-cao-cap-vw02891,https://booking-static.vinpearl.com/tours/ccc85d233ec64c1fbe47620c331ac8c5_Screenshot_2_07092024_8wonder.png,manual,venue,,https://www.google.com/maps/search/?api=1&query=20.951816%2C105.974535,"venue:show dat nuoc thien hung ca@20.95182,105.97453"
Trung tâm Múa rối nước Bông Sen,21.028566,105.85107,Vui chơi,Hà Nội,"từ 104.256₫ · mở cửa 09:00–20:00 · Nhà hát Múa rối Hoa sen tọa lạc bên bờ hồ Hoàn Kiếm. Nhà hát mới có kiến trúc đẹp mắt, kết hợp giữa phong cách Pháp và nghệ thuật truyền thống Việt Nam. Khán phòng được chia thành hai tầng với tổng cộ",1,104256,true,,https://vn.trip.com/travel-guide/attraction/hanoi/lotus-water-puppet-theater-24609102/,https://ak-d.tripcdn.com/images/0104z12000f6tz7jb4A34.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.028566%2C105.851070,product:146c2033-4430-5059-8c80-00d58e674919
Trung tâm Triển lãm Việt Nam (VEC),21.086561,105.862794,Vui chơi,Hà Nội,"mở cửa 09:00–22:00 · Trung tâm Triển lãm Việt Nam (VEC). Địa chỉ: Trung tâm Triển lãm Việt Nam, Đường cầu Tứ Liên, Đông Anh, Hà Nội. Giờ mở cửa: 09:00–22:00",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/vietnam-exposition-center-156686415/,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.086561%2C105.862794,product:bfc1199f-8e25-5f9a-bb90-579efcef766a
Văn Miếu – Quốc Tử Giám,21.028118,105.835669,Vui chơi,Hà Nội,"mở cửa 08:00–17:00, 18:30–22:00 · Văn Miếu – Quốc Tử Giám tại Hà Nội là một công trình kiến trúc truyền thống của quốc tịch Việt Nam từ thế kỷ 11 được bảo tồn tốt. Đồng thời là trường đại học quốc gia của đất nước, đây là điểm đến khô",1,,false,,https://vn.trip.com/travel-guide/attraction/hanoi/temple-of-literature-78922/,https://ak-d.tripcdn.com/images/0106t120008ibntmgC733.jpg,trip.com,exact,,https://www.google.com/maps/search/?api=1&query=21.028118%2C105.835669,product:5a362894-57fd-58d1-8008-df79696a0adf
VinKE & Vinpearl Aquarium Times City,20.996372,105.867893,"Combo, Vui chơi",Hà Nội,8 vé/combo · từ 100.000₫ · vd. [Times City Hà Nội] - Vé vào cửa Khu vui chơi VinKE | TẶNG Voucher Ẩm thực; [Times City Hà Nội] - Combo vé vào cửa Khu vui chơi VinKE & Voucher Quà lưu niệm 30.000 VNĐ; [Times City Hà Nội] - Combo vé vào cửa Thuỷ cung Vinpearl Aquarium & Voucher Quà lưu niệm 30.000 VNĐ,8,100000,true,,https://booking.vinpearl.com/vi-VND/tour/copy-times-city-ha-noi-ve-vao-cua-truc-tiep-khu-vui-choi-vinke-tang-kem-voucher-qua-luu-niem-vw02899,https://booking-static.vinpearl.com/tours/e7fcffc8256546e8bdcfd5ccfbe69783_VINKE2%20(1)_vinke-ve-vao-cua-truc-tiep.jpg,osm,venue,,https://www.google.com/maps/search/?api=1&query=20.996372%2C105.867893,"venue:vinke vinpearl aquarium times city@20.99637,105.86789"
VinWonders Wave Park & Water Park,20.956466,105.976548,Vui chơi,Hà Nội,12 vé/combo · từ 200.000₫ · vd. [VinWonders Wave Park] [HSSV] Vé vào cửa tiêu chuẩn Công viên Sóng + Voucher Ẩm thực 50.000 VNĐ; [VinWonders Wave Park & Water Park] [HSSV] Vé vào cửa tiêu chuẩn 2 công viên + Voucher Ẩm thực 50.000 VNĐ; [VinWonders Water Park] [HSSV] Vé vào cửa tiêu chuẩn Công viên Nước + Voucher Ẩm thực 50.000 VNĐ,12,200000,true,,https://booking.vinpearl.com/vi-VND/tour/copy-vinwonders-wave-park-ve-vao-cua-tieu-chuan-cong-vien-song-set-do-an-100000-vnd-vw02723,https://booking-static.vinpearl.com/tours/82bb335687d847098dff313381909de5_358600999_111579731994757_433244877993048710_n_vinwonders-ha-noi.jpg,manual,venue,,https://www.google.com/maps/search/?api=1&query=20.956466%2C105.976548,"venue:vinwonders wave park water park@20.95647,105.97655"
Công viên nước Hà Tĩnh,18.490221,105.890944,"Combo, Vui chơi",Hà Tĩnh,8 vé/combo · từ 30.000₫ · vd. [Công Viên Nước Hà Tĩnh] - Combo Công viên nước + Xúc xích chiên + Nước ngọt; [Công Viên Nước Hà Tĩnh] - Combo Công viên nước + Pizza rau củ/nấm/cà chua; [Công Viên Nước Hà Tĩnh] - Combo Công viên nước + Đùi gà chiên + Nước ngọt,8,30000,true,,https://booking.vinpearl.com/vi-VND/tour/copy-cong-vien-nuoc-ha-tinh-combo-cong-vien-nuoc-mu-luoi-trai-xinh-xan-vw02699,https://booking-static.vinpearl.com/tours/1f828daa3fd24d5a93e4fecddba7eb57_VINPEARL%20LAND%20PHU%20QUOC%20-%20TORNADO%20(5)_vinwonders-nam-hoi-an-ve-vao-cua.jpg,manual,venue,,https://www.google.com/maps/search/?api=1&query=18.490221%2C105.890944,"venue:cong vien nuoc ha tinh@18.49022,105.89094"
